Description,Real GDP of England at market prices,Real GDP of England at factor cost ,"Real UK GDP at market prices, geographically-consistent estimate based on post-1922 borders","Real UK GDP at factor cost, geographically-consistent estimate based on post-1922 borders","Index of real UK GDP at factor cost - based on changing political boundaries, ",Composite estimate of English and (geographically-consistent) UK real GDP at factor cost,HP-filter of log of real composite estimate of English and UK real GDP at factor cost,"Real UK gross disposable national income at market prices, constant border estimate",Real consumption,Real investment,Stockbuilding contribution,Real government consumption of goods and services,Export volumes,Import volumes,Nominal GDP of England at market prices,Nominal UK GDP at market prices,Nominal UK GDP at market prices.1,Population (GB+NI),Population (England),Employment,Unemployment rate,Average weekly hours worked,"Capital Services, whole economy",TFP growth,Labour productivity,Labour productivity.1,"Labour share, whole economy excluding rents",GDP deflator at market prices,Export prices,Import prices,Terms of Trade,$ Oil prices,Earnings per head,Consumer price index,Consumer price inflation,Real consumption wages,Wholesale/producer price index,Bank Rate,Bank Rate.1,10 year/medium-term government bond yields,Consols / long-term government bond yields,Mortgage rates,Corporate borrowing rate from banks,Corporate bond yields,Share prices,$/£ exchange rate,Real $/£ exchange rate,Nominal ERI,Real ERI,House price index,Credit ,Secured credit,Bank of England Balance sheet,Bank of England Balance sheet.1,Coin in circulation outside the Bank of England,Notes and coin in circulation,Monetary base,M1,Broad Money ,Public sector Total Managed Expenditure,Public sector Total Managed Expenditure.1,Public Sector Total Receipts,Public Sector Total Receipts.1,Public Sector Net Lending(+)/Borrowing(-),Public Sector Net Lending(+)/Borrowing(-).1,UK Public sector debt,UK Public sector debt.1,UK Public sector debt.2,Central Government Gross Debt,Central Government Gross Debt.1,Trade deficit,Trade deficit.1,Current account ,Current account .1,Current account deficit including estimated non-monetary bullion flows,Current account deficit including estimated non-monetary bullion flows.1
1318,3873,3375,,,,0.2643,6.83,,,,,,34.3,,6.52,,,,4509,,,,,,,,,0.17,,,,,0.035,0.18,-25.62,23.92,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,
1319,3890,3390,,,,0.2654,8.36,,,,,,27.0,,5.47,,,,4451,,,,,,,,,0.14,,,,,0.034,0.14,-24.91,31.40,,,,,,,,,,,,,,,,,,,1.70,,,,,,,,,,,,,,,,,,,,,
1320,3762,3278,,,,0.2567,6.23,,,,,,39.4,,5.85,,,,4393,,,,,,,,,0.15,,,,,0.036,0.15,12.49,29.91,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,
1321,3181,2772,,,,0.2170,-9.31,,,,,,37.4,,5.08,,,,4336,,,,,,,,,0.16,,,,,0.035,0.16,7.05,26.89,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,
1322,3347,2917,,,,0.2284,-3.09,,,,,,23.0,,6.66,,,,4280,,,,,,,,,0.20,,,,,0.037,0.22,34.85,20.82,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,
1323,3472,3026,,,,0.2369,1.53,,,,,,37.7,,6.08,,,,4224,,,,,,,,,0.17,,,,,0.033,0.19,-13.91,21.83,,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,
1324,3163,2756,,,,0.2158,-7.01,,,,,,28.8,,5.08,,,,4169,,,,,,,,,0.16,,,,,0.035,0.16,-14.58,27.02,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,
1325,3423,2983,,,,0.2335,1.46,,,,,,33.4,,6.24,,,,4115,,,,,,,,,0.18,,,,,0.035,0.17,7.74,25.02,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,
1326,3488,3040,,,,0.2380,3.75,,,,,,23.5,,5.68,,,,4144,,,,,,,,,0.16,,,,,0.034,0.15,-15.17,28.76,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,
1327,3449,3006,,,,0.2353,2.89,,,,,,32.3,,4.50,,,,4172,,,,,,,,,0.13,,,,,0.034,0.13,-13.32,33.20,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,
1328,3223,2809,,,,0.2199,-3.79,,,,,,24.4,,4.46,,,,4200,,,,,,,,,0.14,,,,,0.036,0.14,9.35,31.97,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,
1329,3411,2973,,,,0.2328,1.78,,,,,,39.4,,5.00,,,,4229,,,,,,,,,0.15,,,,,0.034,0.16,10.65,27.46,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,
1330,3343,2913,,,,0.2281,-0.55,,,,,,36.7,,5.14,,,,4258,,,,,,,,,0.15,,,,,0.035,0.16,0.56,28.08,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,
1331,3205,2793,,,,0.2187,-5.28,,,,,,42.6,,5.35,,,,4287,,,,,,,,,0.17,,,,,0.034,0.17,7.59,25.51,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,
1332,3394,2958,,,,0.2316,-0.32,,,,,,46.5,,5.71,,,,4317,,,,,,,,,0.17,,,,,0.036,0.17,1.93,26.08,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,
1333,3517,3065,,,,0.2400,2.26,,,,,,35.6,,4.93,,,,4346,,,,,,,,,0.14,,,,,0.035,0.14,-17.43,31.13,,,,,,,,,,,,,,,,,,,1.30,,,,,,,,,,,,,,,,,,,,,
1334,3422,2982,,,,0.2335,-1.63,,,,,,43.3,,4.54,,,,4376,,,,,,,,,0.13,,,,,0.034,0.13,-5.72,31.99,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,
1335,3299,2875,,,,0.2251,-6.60,,,,,,42.7,,4.38,,,,4406,,,,,,,,,0.13,,,,,0.035,0.13,-0.81,33.45,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,
1336,3476,3029,,,,0.2372,-2.77,,,,,,22.9,,4.82,,,,4436,,,,,,,,,0.14,,,,,0.036,0.14,4.59,32.40,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,
1337,3876,3378,,,,0.2645,6.69,,,,,,5.4,,4.96,,,,4466,,,,,,,,,0.13,,,,,0.036,0.13,-6.36,34.87,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,
1338,3976,3465,,,,0.2713,7.90,,,,,,24.4,,5.02,,,,4497,,,,,,,,,0.13,,,,,0.034,0.12,-9.67,36.86,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,
1339,3265,2845,,,,0.2228,-12.94,,,,,,52.3,,3.79,,,,4528,,,,,,,,,0.12,,,,,0.035,0.11,-8.44,40.72,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,
1340,3680,3207,,,,0.2511,-1.96,,,,,,24.9,,5.28,,,,4559,,,,,,,,,0.14,,,,,0.033,0.14,30.27,29.25,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,
1341,3741,3260,,,,0.2552,-1.04,,,,,,23.3,,5.00,,,,4590,,,,,,,,,0.13,,,,,0.033,0.12,-14.75,34.62,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,
1342,3940,3433,,,,0.2688,3.80,,,,,,28.6,,5.09,,,,4621,,,,,,,,,0.13,,,,,0.033,0.12,4.69,33.07,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,
1343,3854,3358,,,,0.2629,1.78,,,,,,16.8,,4.88,,,,4653,,,,,,,,,0.13,,,,,0.033,0.12,-2.30,34.41,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,
1344,4140,3608,,,,0.2825,9.78,,,,,,19.0,,5.81,,,,4685,,,,,,,,,0.14,,,,,0.033,0.14,11.82,30.54,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,
1345,3879,3381,,,,0.2647,4.83,,,,,,21.5,,5.13,,,,4717,,,,,,,,,0.13,,,,,0.033,0.12,-11.65,34.67,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,
1346,3709,3232,,,,0.2530,2.59,,,,,,24.3,,4.92,,,,4749,,,,,,,,,0.13,,,,,0.033,0.13,5.17,32.57,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,
1347,3877,3379,,,,0.2646,9.94,,,,,,27.5,,5.70,,,,4781,,,,,,,,,0.15,,,,,0.033,0.15,22.57,26.42,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,
1348,4000,3486,,,,0.2729,16.53,,,,,,31.1,,5.89,,,,4814,,,,,,,,,0.15,,,,,0.032,0.15,-0.21,25.89,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,
1349,3062,2668,,,,0.2089,-6.38,,,,,,33.7,,3.81,,,,3922,,,,,,,,,0.12,,,,,0.036,0.12,-20.43,36.25,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
1350,2841,2476,,,,0.1938,-10.01,,,,,,37.8,,4.26,,,,3195,,,,,,,,,0.15,,,,,0.061,0.15,19.59,51.89,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,
1351,2674,2330,,,,0.1824,-12.49,,,,,,42.5,,4.68,,,,2603,,,,,,,,,0.17,,,,,0.063,0.18,19.12,44.63,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,
1352,2767,2412,,,,0.1888,-5.91,,,,,,27.8,,5.23,,,,2599,,,,,,,,,0.19,,,,,0.057,0.20,13.85,35.73,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,
1353,2771,2415,,,,0.1891,-3.15,,,,,,20.2,,4.61,,,,2595,,,,,,,,,0.17,,,,,0.054,0.16,-21.03,42.95,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,
1354,2650,2310,,,,0.1808,-5.53,,,,,,54.4,,4.33,,,,2591,,,,,,,,,0.16,,,,,0.056,0.15,-5.26,47.01,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,
1355,2727,2377,,,,0.1861,-1.07,,,,,,39.9,,4.36,,,,2587,,,,,,,,,0.16,,,,,0.055,0.16,4.31,44.04,,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,
1356,2686,2341,,,,0.1833,-1.41,,,,,,35.0,,4.52,,,,2583,,,,,,,,,0.17,,,,,0.058,0.16,4.98,44.23,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,
1357,2733,2381,,,,0.1865,1.17,,,,,,49.0,,4.84,,,,2579,,,,,,,,,0.18,,,,,0.057,0.17,3.40,42.16,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,
1358,2743,2390,,,,0.1871,2.18,,,,,,44.6,,4.70,,,,2575,,,,,,,,,0.17,,,,,0.052,0.17,1.07,38.39,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,
1359,2768,2412,,,,0.1889,3.64,,,,,,39.8,,4.70,,,,2571,,,,,,,,,0.17,,,,,0.055,0.16,-5.45,42.37,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,
1360,2746,2393,,,,0.1873,3.31,,,,,,44.7,,4.76,,,,2567,,,,,,,,,0.17,,,,,0.056,0.16,0.85,42.90,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,
1361,2645,2305,,,,0.1805,0.07,,,,,,35.2,,4.68,,,,2563,,,,,,,,,0.18,,,,,0.056,0.16,-0.61,43.26,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,
1362,2572,2241,,,,0.1755,-2.27,,,,,,54.8,,4.42,,,,2559,,,,,,,,,0.17,,,,,0.059,0.15,-4.36,47.86,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,
1363,2493,2173,,,,0.1701,-4.89,,,,,,39.3,,4.60,,,,2555,,,,,,,,,0.18,,,,,0.060,0.18,15.75,41.67,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,
1364,2765,2410,,,,0.1887,6.00,,,,,,26.6,,5.24,,,,2551,,,,,,,,,0.19,,,,,0.062,0.19,6.87,40.53,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,
1365,2638,2299,,,,0.1800,1.91,,,,,,45.9,,4.78,,,,2547,,,,,,,,,0.18,,,,,0.064,0.17,-8.95,46.02,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,
1366,2714,2365,,,,0.1852,5.47,,,,,,43.3,,4.66,,,,2543,,,,,,,,,0.17,,,,,0.064,0.16,-8.39,49.93,,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,
1367,2543,2216,,,,0.1735,-0.17,,,,,,42.9,,4.60,,,,2539,,,,,,,,,0.18,,,,,0.063,0.16,2.06,48.05,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,
1368,2521,2197,,,,0.1720,-0.10,,,,,,32.7,,4.48,,,,2535,,,,,,,,,0.18,,,,,0.063,0.18,9.37,44.09,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,
1369,2351,2049,,,,0.1604,-6.19,,,,,,38.6,,4.34,,,,2531,,,,,,,,,0.18,,,,,0.062,0.18,-0.14,43.87,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,
1370,2630,2292,,,,0.1795,5.90,,,,,,26.1,,6.68,,,,2527,,,,,,,,,0.25,,,,,0.063,0.25,39.51,31.50,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,
1371,2541,2215,,,,0.1734,3.27,,,,,,38.8,,4.76,,,,2523,,,,,,,,,0.19,,,,,0.064,0.18,-26.05,43.35,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,
1372,2295,2000,,,,0.1566,-6.21,,,,,,34.3,,4.12,,,,2520,,,,,,,,,0.18,,,,,0.067,0.17,-8.95,49.98,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,
1373,2481,2162,,,,0.1693,2.12,,,,,,35.2,,4.76,,,,2516,,,,,,,,,0.19,,,,,0.066,0.18,9.69,45.10,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,
1374,2278,1986,,,,0.1555,-6.08,,,,,,32.0,,3.87,,,,2512,,,,,,,,,0.17,,,,,0.066,0.16,-12.35,51.63,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,
1375,2194,1912,,,,0.1497,-9.79,,,,,,36.7,,4.13,,,,2508,,,,,,,,,0.19,,,,,0.068,0.19,18.26,44.66,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,
1376,2532,2206,,,,0.1728,4.36,,,,,,28.9,,4.76,,,,2504,,,,,,,,,0.19,,,,,0.067,0.19,-1.57,44.92,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,
1377,2603,2268,,,,0.1776,6.82,,,,,,20.9,,4.37,,,,2500,,,,,,,,,0.17,,,,,0.065,0.15,-21.82,55.59,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,
1378,2555,2226,,,,0.1743,4.61,,,,,,39.2,,3.99,,,,2480,,,,,,,,,0.16,,,,,0.066,0.14,-6.15,60.11,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,
1379,2327,2028,,,,0.1588,-5.12,,,,,,23.4,,3.81,,,,2461,,,,,,,,,0.16,,,,,0.065,0.13,-4.51,62.41,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,
1380,2414,2104,,,,0.1647,-1.95,,,,,,27.5,,3.92,,,,2441,,,,,,,,,0.16,,,,,0.065,0.16,20.11,51.22,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,
1381,2458,2142,,,,0.1677,-0.74,,,,,,27.2,,4.04,,,,2422,,,,,,,,,0.16,,,,,0.068,0.16,1.42,53.52,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,
1382,2523,2199,,,,0.1721,1.24,,,,,,28.3,,4.00,,,,2403,,,,,,,,,0.16,,,,,0.066,0.15,-7.90,55.79,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,
1383,2393,2086,,,,0.1633,-4.71,,,,,,22.4,,3.77,,,,2384,,,,,,,,,0.16,,,,,0.066,0.15,-1.07,56.56,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,
1384,2687,2341,,,,0.1833,6.19,,,,,,35.1,,4.48,,,,2365,,,,,,,,,0.17,,,,,0.066,0.15,0.81,55.97,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,
1385,2431,2118,,,,0.1658,-4.44,,,,,,28.3,,3.85,,,,2346,,,,,,,,,0.16,,,,,0.067,0.14,-3.95,59.37,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,
1386,2698,2351,,,,0.1841,5.46,,,,,,27.7,,4.19,,,,2327,,,,,,,,,0.15,,,,,0.067,0.15,5.94,55.80,,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,,
1387,2698,2351,,,,0.1841,5.06,,,,,,32.7,,3.97,,,,2309,,,,,,,,,0.15,,,,,0.066,0.14,-6.76,59.24,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,
1388,2477,2159,,,,0.1690,-3.78,,,,,,27.5,,3.36,,,,2291,,,,,,,,,0.13,,,,,0.067,0.13,-7.20,64.57,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1389,2546,2218,,,,0.1737,-1.28,,,,,,26.6,,3.49,,,,2273,,,,,,,,,0.14,,,,,0.065,0.12,-6.71,67.18,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1390,2370,2065,,,,0.1617,-8.61,,,,,,40.9,,3.81,,,,2255,,,,,,,,,0.16,,,,,0.063,0.15,27.58,50.92,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1391,2637,2298,,,,0.1799,1.97,,,,,,24.6,,4.69,,,,2237,,,,,,,,,0.18,,,,,0.065,0.18,17.24,45.36,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1392,2952,2572,,,,0.2014,13.24,,,,,,27.4,,4.45,,,,2219,,,,,,,,,0.15,,,,,0.057,0.15,-18.89,48.83,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1393,2427,2115,,,,0.1656,-6.15,,,,,,33.2,,3.47,,,,2202,,,,,,,,,0.14,,,,,0.064,0.13,-13.41,62.87,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1394,2652,2311,,,,0.1809,3.03,,,,,,30.8,,3.81,,,,2184,,,,,,,,,0.14,,,,,0.062,0.13,3.12,58.95,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
1395,2525,2200,,,,0.1723,-1.42,,,,,,32.5,,3.78,,,,2167,,,,,,,,,0.15,,,,,0.065,0.13,3.09,60.42,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,
1396,2527,2202,,,,0.1724,-0.81,,,,,,32.3,,3.70,,,,2150,,,,,,,,,0.15,,,,,0.065,0.14,0.72,60.39,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,
1397,2459,2143,,,,0.1678,-2.98,,,,,,28.7,,3.86,,,,2133,,,,,,,,,0.16,,,,,0.066,0.16,17.47,51.58,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,
1398,2619,2282,,,,0.1787,3.94,,,,,,29.7,,4.35,,,,2116,,,,,,,,,0.17,,,,,0.063,0.16,-2.17,50.91,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,
1399,2501,2180,,,,0.1706,0.01,,,,,,30.3,,4.03,,,,2099,,,,,,,,,0.16,,,,,0.070,0.15,-4.68,58.76,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,
1400,2419,2108,,,,0.1650,-2.62,,,,,,27.2,,4.03,,,,2082,,,,,,,,,0.17,,,,,0.069,0.15,2.70,56.23,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,
1401,2386,2079,,,,0.1628,-3.30,,,,,,26.2,,4.22,,,,2080,,,,,,,,,0.18,,,,,0.070,0.16,6.95,53.60,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,
1402,2448,2133,,,,0.1670,-0.03,,,,,,34.0,,4.34,,,,2078,,,,,,,,,0.18,,,,,0.071,0.18,12.49,48.48,,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,
1403,2486,2166,,,,0.1696,2.25,,,,,,22.8,,4.64,,,,2076,,,,,,,,,0.19,,,,,0.071,0.16,-11.74,54.78,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,
1404,2526,2202,,,,0.1724,4.69,,,,,,28.0,,4.16,,,,2074,,,,,,,,,0.16,,,,,0.073,0.14,-11.49,63.40,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,
1405,2529,2204,,,,0.1725,5.68,,,,,,21.9,,4.21,,,,2072,,,,,,,,,0.17,,,,,0.070,0.14,-1.74,62.03,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,
1406,2344,2042,,,,0.1599,-0.98,,,,,,32.7,,3.87,,,,2070,,,,,,,,,0.16,,,,,0.070,0.13,-6.65,66.85,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,
1407,2345,2044,,,,0.1600,-0.01,,,,,,27.6,,3.68,,,,2068,,,,,,,,,0.16,,,,,0.071,0.14,7.38,63.12,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,
1408,2168,1889,,,,0.1479,-7.09,,,,,,28.6,,3.67,,,,2065,,,,,,,,,0.17,,,,,0.070,0.15,9.48,56.66,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,
1409,2242,1954,,,,0.1530,-3.16,,,,,,35.0,,4.26,,,,2063,,,,,,,,,0.19,,,,,0.071,0.17,8.21,52.88,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,
1410,2381,2075,,,,0.1624,3.19,,,,,,31.1,,4.57,,,,2061,,,,,,,,,0.19,,,,,0.071,0.18,8.67,49.12,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,
1411,2330,2031,,,,0.1590,1.19,,,,,,24.7,,4.32,,,,2059,,,,,,,,,0.18,,,,,0.071,0.16,-13.83,57.00,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,
1412,2275,1982,,,,0.1552,-1.28,,,,,,23.5,,3.66,,,,2057,,,,,,,,,0.16,,,,,0.072,0.14,-7.48,61.73,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,
1413,2061,1796,,,,0.1406,-11.45,,,,,,33.6,,3.42,,,,2055,,,,,,,,,0.16,,,,,0.070,0.15,0.54,60.32,,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,
1414,2341,2040,,,,0.1597,0.72,,,,,,26.6,,3.77,,,,2053,,,,,,,,,0.16,,,,,0.073,0.14,-2.95,64.39,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,
1415,2393,2086,,,,0.1633,2.25,,,,,,31.1,,4.10,,,,2051,,,,,,,,,0.17,,,,,0.073,0.14,1.20,63.82,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,
1416,2307,2010,,,,0.1574,-2.18,,,,,,27.7,,4.05,,,,2049,,,,,,,,,0.17,,,,,0.071,0.16,12.40,54.83,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,
1417,2520,2196,,,,0.1719,5.96,,,,,,29.0,,4.58,,,,2046,,,,,,,,,0.18,,,,,0.071,0.18,8.94,50.44,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,
1418,2390,2083,,,,0.1631,0.06,,,,,,31.2,,3.98,,,,2044,,,,,,,,,0.17,,,,,0.070,0.15,-13.07,57.53,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,
1419,2516,2192,,,,0.1716,4.75,,,,,,30.6,,4.39,,,,2042,,,,,,,,,0.17,,,,,0.073,0.16,5.36,57.05,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,
1420,2453,2137,,,,0.1673,1.98,,,,,,26.6,,3.98,,,,2040,,,,,,,,,0.16,,,,,0.067,0.14,-11.45,59.00,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,
1421,2289,1995,,,,0.1562,-4.97,,,,,,27.0,,4.05,,,,2038,,,,,,,,,0.18,,,,,0.072,0.15,7.98,58.52,,,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,
1422,2363,2059,,,,0.1612,-1.71,,,,,,29.3,,3.74,,,,2036,,,,,,,,,0.16,,,,,0.072,0.15,-4.87,61.88,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,
1423,2492,2172,,,,0.1700,3.88,,,,,,42.8,,4.02,,,,2034,,,,,,,,,0.16,,,,,0.070,0.14,-7.41,64.83,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,
1424,2510,2188,,,,0.1713,5.09,,,,,,37.3,,4.12,,,,2032,,,,,,,,,0.16,,,,,0.074,0.14,0.87,67.91,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,
1425,2422,2111,,,,0.1653,2.19,,,,,,36.5,,3.90,,,,2030,,,,,,,,,0.16,,,,,0.074,0.15,7.85,62.82,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,
1426,2348,2046,,,,0.1602,-0.12,,,,,,33.1,,4.33,,,,2028,,,,,,,,,0.18,,,,,0.074,0.14,-3.96,65.59,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
1427,2285,1992,,,,0.1559,-1.93,,,,,,35.9,,4.05,,,,2026,,,,,,,,,0.18,,,,,0.074,0.13,-4.36,68.49,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
1428,2144,1869,,,,0.1463,-7.43,,,,,,36.6,,3.95,,,,2023,,,,,,,,,0.18,,,,,0.076,0.14,1.60,69.58,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
1429,2217,1932,,,,0.1513,-3.28,,,,,,34.3,,4.59,,,,2021,,,,,,,,,0.21,,,,,0.074,0.17,24.93,53.96,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,
